Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Drug_condition_and_replicate,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN,Subsample,Time_point_(passage)
SRR10554479,WCS,50,102581650,PRJNA592371,SAMN13424231,"Microbe\, viral or environmental",48143753,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7236747,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-26_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-26_subsample-1,Culture,SRP233631,K-12 MG1655,1,26
SRR10554480,WCS,50,103936050,PRJNA592371,SAMN13424230,"Microbe\, viral or environmental",49741239,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7236746,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-20_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-20_subsample-4,Culture,SRP233631,K-12 MG1655,4,20
SRR10554481,WCS,50,108986450,PRJNA592371,SAMN13424229,"Microbe\, viral or environmental",51524698,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7236745,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-20_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-20_subsample-3,Culture,SRP233631,K-12 MG1655,3,20
SRR10554482,WCS,50,109589200,PRJNA592371,SAMN13424228,"Microbe\, viral or environmental",49965891,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7236744,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-20_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-20_subsample-2,Culture,SRP233631,K-12 MG1655,2,20
SRR10554483,WCS,50,111602900,PRJNA592371,SAMN13424227,"Microbe\, viral or environmental",52215480,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7236743,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-20_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-20_subsample-1,Culture,SRP233631,K-12 MG1655,1,20
SRR10554484,WCS,50,31310050,PRJNA592371,SAMN13423597,"Microbe\, viral or environmental",8587868,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Low CMP r2,SRX7236742,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-12_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-12_subsample-3,Culture,SRP233631,K-12 MG1655,3,12
SRR10554485,WCS,50,30830000,PRJNA592371,SAMN13423534,"Microbe\, viral or environmental",9280029,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Low CMP r1,SRX7236741,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-A1_passage-12_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-A1_passage-12_subsample-4,Culture,SRP233631,K-12 MG1655,4,12
SRR10554486,WCS,50,115289150,PRJNA592371,SAMN13424226,"Microbe\, viral or environmental",55197657,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7236740,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-12_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-12_subsample-4,Culture,SRP233631,K-12 MG1655,4,12
SRR10554487,WCS,50,121209400,PRJNA592371,SAMN13424225,"Microbe\, viral or environmental",57365674,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7236739,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-12_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-12_subsample-3,Culture,SRP233631,K-12 MG1655,3,12
SRR10554488,WCS,50,121701550,PRJNA592371,SAMN13424224,"Microbe\, viral or environmental",55492294,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7236738,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-12_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-12_subsample-2,Culture,SRP233631,K-12 MG1655,2,12
SRR10554489,WCS,50,124503800,PRJNA592371,SAMN13424223,"Microbe\, viral or environmental",58257117,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7236737,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-12_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-12_subsample-1,Culture,SRP233631,K-12 MG1655,1,12
SRR10554490,WCS,50,122077300,PRJNA592371,SAMN13424222,"Microbe\, viral or environmental",58527107,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7236736,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-10_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-10_subsample-4,Culture,SRP233631,K-12 MG1655,4,10
SRR10554491,WCS,50,127498100,PRJNA592371,SAMN13424221,"Microbe\, viral or environmental",60353009,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7236735,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-10_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-10_subsample-3,Culture,SRP233631,K-12 MG1655,3,10
SRR10554492,WCS,50,128527600,PRJNA592371,SAMN13424220,"Microbe\, viral or environmental",58794124,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7236734,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-10_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-10_subsample-2,Culture,SRP233631,K-12 MG1655,2,10
SRR10554493,WCS,50,130838650,PRJNA592371,SAMN13424219,"Microbe\, viral or environmental",61322348,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7236733,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-10_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-10_subsample-1,Culture,SRP233631,K-12 MG1655,1,10
SRR10554494,WCS,50,111824950,PRJNA592371,SAMN13424218,"Microbe\, viral or environmental",53538514,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7236732,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-08_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-08_subsample-4,Culture,SRP233631,K-12 MG1655,4,8
SRR10554495,WCS,50,117666800,PRJNA592371,SAMN13424217,"Microbe\, viral or environmental",55635967,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7236731,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-08_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-08_subsample-3,Culture,SRP233631,K-12 MG1655,3,8
SRR10554496,WCS,50,30795350,PRJNA592371,SAMN13423596,"Microbe\, viral or environmental",8072030,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Low CMP r2,SRX7236730,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-12_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-12_subsample-2,Culture,SRP233631,K-12 MG1655,2,12
SRR10554497,WCS,50,117931950,PRJNA592371,SAMN13424216,"Microbe\, viral or environmental",53796282,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7236729,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-08_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-08_subsample-2,Culture,SRP233631,K-12 MG1655,2,8
SRR10554498,WCS,50,119975050,PRJNA592371,SAMN13424215,"Microbe\, viral or environmental",56140846,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7236728,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-08_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-08_subsample-1,Culture,SRP233631,K-12 MG1655,1,8
SRR10554499,WCS,59,47717843,PRJNA592371,SAMN13424214,"Microbe\, viral or environmental",12816891,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236727,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-70_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-70_subsample-4,Culture,SRP233631,K-12 MG1655,4,70
SRR10554500,WCS,59,48346016,PRJNA592371,SAMN13424213,"Microbe\, viral or environmental",13021143,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236726,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-70_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-70_subsample-3,Culture,SRP233631,K-12 MG1655,3,70
SRR10554501,WCS,59,47902867,PRJNA592371,SAMN13424212,"Microbe\, viral or environmental",12189706,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r2,SRX7236725,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-70_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-70_subsample-2,Culture,SRP233631,K-12 MG1655,2,70
SRR10554502,WCS,59,48744738,PRJNA592371,SAMN13424211,"Microbe\, viral or environmental",12650522,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236724,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-70_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-70_subsample-1,Culture,SRP233631,K-12 MG1655,1,70
SRR10554503,WCS,59,47618015,PRJNA592371,SAMN13424210,"Microbe\, viral or environmental",13126924,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236723,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-66_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-66_subsample-4,Culture,SRP233631,K-12 MG1655,4,66
SRR10554504,WCS,59,48078097,PRJNA592371,SAMN13424209,"Microbe\, viral or environmental",13301370,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236722,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-66_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-66_subsample-3,Culture,SRP233631,K-12 MG1655,3,66
SRR10554505,WCS,59,47689346,PRJNA592371,SAMN13424208,"Microbe\, viral or environmental",12488094,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r2,SRX7236721,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-66_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-66_subsample-2,Culture,SRP233631,K-12 MG1655,2,66
SRR10554506,WCS,59,48364837,PRJNA592371,SAMN13424207,"Microbe\, viral or environmental",12927921,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r2,SRX7236720,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-66_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-66_subsample-1,Culture,SRP233631,K-12 MG1655,1,66
SRR10554507,WCS,50,30631600,PRJNA592371,SAMN13423595,"Microbe\, viral or environmental",8601759,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Low CMP r2,SRX7236719,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-12_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-12_subsample-1,Culture,SRP233631,K-12 MG1655,1,12
SRR10554508,WCS,59,37365408,PRJNA592371,SAMN13424206,"Microbe\, viral or environmental",11916382,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r2,SRX7236718,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-64_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-64_subsample-4,Culture,SRP233631,K-12 MG1655,4,64
SRR10554509,WCS,59,41382364,PRJNA592371,SAMN13424205,"Microbe\, viral or environmental",12424473,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236717,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-64_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-64_subsample-3,Culture,SRP233631,K-12 MG1655,3,64
SRR10554510,WCS,59,38472012,PRJNA592371,SAMN13424204,"Microbe\, viral or environmental",11443521,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236716,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-64_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-64_subsample-2,Culture,SRP233631,K-12 MG1655,2,64
SRR10554511,WCS,59,42390025,PRJNA592371,SAMN13424203,"Microbe\, viral or environmental",12072354,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236715,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-64_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-64_subsample-1,Culture,SRP233631,K-12 MG1655,1,64
SRR10554512,WCS,59,50157965,PRJNA592371,SAMN13424202,"Microbe\, viral or environmental",14291717,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236714,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-58_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-58_subsample-4,Culture,SRP233631,K-12 MG1655,4,58
SRR10554513,WCS,59,50729734,PRJNA592371,SAMN13424201,"Microbe\, viral or environmental",14492701,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236713,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-58_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-58_subsample-3,Culture,SRP233631,K-12 MG1655,3,58
SRR10554514,WCS,59,50139085,PRJNA592371,SAMN13424200,"Microbe\, viral or environmental",13583121,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r2,SRX7236712,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-58_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-58_subsample-2,Culture,SRP233631,K-12 MG1655,2,58
SRR10554515,WCS,59,51082259,PRJNA592371,SAMN13424199,"Microbe\, viral or environmental",14123704,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236711,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-58_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-58_subsample-1,Culture,SRP233631,K-12 MG1655,1,58
SRR10554516,WCS,59,53505507,PRJNA592371,SAMN13424198,"Microbe\, viral or environmental",15210665,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r2,SRX7236710,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-54_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-54_subsample-4,Culture,SRP233631,K-12 MG1655,4,54
SRR10554517,WCS,59,54062290,PRJNA592371,SAMN13424197,"Microbe\, viral or environmental",15399812,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r2,SRX7236709,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-54_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-54_subsample-3,Culture,SRP233631,K-12 MG1655,3,54
SRR10554518,WCS,50,39976800,PRJNA592371,SAMN13423594,"Microbe\, viral or environmental",13508041,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Low CMP r2,SRX7236708,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-08_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-08_subsample-4,Culture,SRP233631,K-12 MG1655,4,8
SRR10554519,WCS,59,53462673,PRJNA592371,SAMN13424196,"Microbe\, viral or environmental",14439003,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236707,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-54_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-54_subsample-2,Culture,SRP233631,K-12 MG1655,2,54
SRR10554520,WCS,59,54431925,PRJNA592371,SAMN13424195,"Microbe\, viral or environmental",14979083,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r2,SRX7236706,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-54_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-54_subsample-1,Culture,SRP233631,K-12 MG1655,1,54
SRR10554521,WCS,59,55666972,PRJNA592371,SAMN13424194,"Microbe\, viral or environmental",16160162,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236705,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-52_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-52_subsample-4,Culture,SRP233631,K-12 MG1655,4,52
SRR10554522,WCS,59,56395032,PRJNA592371,SAMN13424193,"Microbe\, viral or environmental",16378495,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r2,SRX7236704,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-52_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-52_subsample-3,Culture,SRP233631,K-12 MG1655,3,52
SRR10554523,WCS,59,55820726,PRJNA592371,SAMN13424192,"Microbe\, viral or environmental",15425962,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236703,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-52_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-52_subsample-2,Culture,SRP233631,K-12 MG1655,2,52
SRR10554524,WCS,59,56927212,PRJNA592371,SAMN13424191,"Microbe\, viral or environmental",16006900,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236702,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-52_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-52_subsample-1,Culture,SRP233631,K-12 MG1655,1,52
SRR10554525,WCS,59,50329006,PRJNA592371,SAMN13424190,"Microbe\, viral or environmental",16191392,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r2,SRX7236701,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-48_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-48_subsample-4,Culture,SRP233631,K-12 MG1655,4,48
SRR10554526,WCS,59,51344573,PRJNA592371,SAMN13424189,"Microbe\, viral or environmental",16363595,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236700,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-48_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-48_subsample-3,Culture,SRP233631,K-12 MG1655,3,48
SRR10554527,WCS,59,50605303,PRJNA592371,SAMN13424188,"Microbe\, viral or environmental",15495677,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236699,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-48_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-48_subsample-2,Culture,SRP233631,K-12 MG1655,2,48
SRR10554528,WCS,59,51866664,PRJNA592371,SAMN13424187,"Microbe\, viral or environmental",16060574,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236698,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-48_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-48_subsample-1,Culture,SRP233631,K-12 MG1655,1,48
SRR10554529,WCS,50,40469050,PRJNA592371,SAMN13423593,"Microbe\, viral or environmental",13505372,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Low CMP r2,SRX7236697,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-08_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-08_subsample-3,Culture,SRP233631,K-12 MG1655,3,8
SRR10554530,WCS,59,54140111,PRJNA592371,SAMN13424186,"Microbe\, viral or environmental",19166799,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r2,SRX7236696,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-44_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-44_subsample-4,Culture,SRP233631,K-12 MG1655,4,44
SRR10554531,WCS,59,54977144,PRJNA592371,SAMN13424185,"Microbe\, viral or environmental",19374373,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r2,SRX7236695,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-H7_passage-44_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-H7_passage-44_subsample-3,Culture,SRP233631,K-12 MG1655,3,44
